idmaster,onet_task,idusing,onet_task1,similscore
90,adjust controls to maintain temperatures heating times using thermal instruments charts dials gauges of furnaces color of stock in furnaces to make setting determinations,137,determine types quantities of crops livestock to be raised according to factors such as market conditions federal programs incentives soil conditions,0.7057
10344,present subject matter to students under the direction guidance of teachers using lectures discussions supervised role-playing methods by reading aloud,337,present information using a variety of instructional techniques formats such as role playing simulations team exercises group discussions videos lectures,0.7057
2730,consult with advertising agencies staff to arrange promotional campaigns in all types of media products organizations individuals,137,determine types quantities of crops livestock to be raised according to factors such as market conditions federal programs incentives soil conditions,0.7057
7708,measure test weigh bottles cans other containers to ensure that hardness strength dimensions meet specifications,251,measure dimensions of products to verify conformance to specifications using measuring instruments such as rulers calipers gauges micrometers,0.7057
8032,monitor patients comfort safety during tests alerting physicians to abnormalities changes in patient responses,96,consult with other professionals agencies universities to discuss therapies treatments counseling resources techniques to share occupational information,0.7057
10917,read specifications blueprints to determine the locations quantities sizes of materials required,383,review financial periodicals stock bond reports business publications other material to identify potential investments clients to keep abreast of trends affecting market conditions,0.7057
6689,investigate available investment opportunities to determine compatibility with client financial plans,30,analyze target companies investment opportunities to inform investment decisions,0.7057
9276,perform legal ethical duties including preparing safety accident reports obtaining written consent from patient to perform invasive procedures reporting symptoms of abuse neglect,303,plan implement maintain procedures mixing packaging labeling pharmaceuticals according to policy legal requirements to ensure quality security proper disposal,0.7056
1294,calculate gross net tonnage hold capacities volumes of stored fuel water cargo weights vessel stability factors using mathematical formulas,32,analyze technical implications of architects design concept calculating weights volumes stress factors,0.7056
11052,recommend implement personnel actions such as employee selection evaluation rewards disciplinary actions,369,recommend instructional methods such as individual group instruction self-study lectures demonstrations simulation exercises role-playing appropriate content learner characteristics,0.7056
12245,select administer score interpret psychological tests to obtain information on individuals intelligence achievements interests personalities,265,monitor fundamental economic industrial corporate developments by analyzing information from financial publications services investment banking firms government agencies trade publications company sources personal interviews,0.7056
2091,compile information such as production rates progress materials inventories materials used customer information so that status reports can be completed,211,gather information from doctors schools social workers juvenile counselors law enforcement personnel others to make recommendations to courts resolution of child custody visitation disputes,0.7056
1838,collaborate with other teachers that provide instruction to special education students to ensure that the students receive appropriate support,190,evaluate curricula teaching methods programs to determine their effectiveness efficiency utilization to ensure that school activities comply with federal state local regulations,0.7056
1801,collaborate with human resources departments to ensure the implementation of consistent disciplinary action strategies in cases of compliance standard violations,298,plan direct development communication of programs to maintain favorable public stockholder perceptions of an organizations accomplishments agenda environmental responsibility,0.7056
11734,request information assistance using paging systems,124,design information storage retrieval systems develop procedures collecting organizing interpreting classifying information,0.7056
10872,read current literature talk with colleagues participate in professional organizations conferences to keep abreast of developments in endoscopy,383,review financial periodicals stock bond reports business publications other material to identify potential investments clients to keep abreast of trends affecting market conditions,0.7056
5213,examine patients to obtain information about functional status of areas such as vision physical strength coordination reflexes sensations language skills cognitive abilities mental status,8,advise food service managers organizations on sanitation safety procedures menu development budgeting planning to assist with the establishment operation evaluation of food service facilities nutrition programs,0.7056
9597,plan coordinate hydroelectric production operations to meet customer requirements,174,direct coordinate construction erection decoration activities in order to ensure that sets exhibits meet design budget schedule requirements,0.7056
10916,read source documents such as cancelled checks sales reports bills enter data in specific data fields onto tapes disks subsequent entry using keyboards scanners,210,gather historical data from sources such as archives court records diaries news files photographs as well as collect data sources such as books pamphlets periodicals,0.7056
10691,provide refer patients to other providers education counselling on topics such as genetic testing newborn care contraception breastfeeding,348,provide customer support education working with users to identify needs determine sources of problems to provide information on product use,0.7056
7598,massage knead muscles soft tissues of the body to provide treatment medical conditions injuries wellness maintenance,96,consult with other professionals agencies universities to discuss therapies treatments counseling resources techniques to share occupational information,0.7056
3849,develop implement training procedures strategies radiological protection detection decontamination,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.7056
9611,plan develop applications modifications electronic properties used in components products systems to improve technical performance,169,devise scalable recovery purification fermentation processes producing proteins other biological substances human animal therapeutic use food production processing biofuels effluent treatment,0.7055
10872,read current literature talk with colleagues participate in professional organizations conferences to keep abreast of developments in endoscopy,374,research reference materials analyze production data consult with interested parties to develop ideas new products,0.7055
11942,review documents such as production schedules work orders staffing tables to determine personnel materials requirements material priorities,374,research reference materials analyze production data consult with interested parties to develop ideas new products,0.7055
13557,test performance of robotic assemblies using instruments such as oscilloscopes electronic voltmeters bridges,340,produce detailed images measurement of objects using tools such as scanning tunneling microscopes oscilloscopes,0.7055
3735,develop communications materials advertisements presentations public relations initiatives to promote awareness of products services,169,devise scalable recovery purification fermentation processes producing proteins other biological substances human animal therapeutic use food production processing biofuels effluent treatment,0.7055
3011,coordinate with other professionals such as contractors architects engineers plumbers to ensure job success,87,confer with client to determine factors affecting planning interior environments such as budget architectural preferences purpose function,0.7055
7952,monitor fundamental economic industrial corporate developments by analysing information from financial publications services investment banking firms government agencies trade publications company sources personal interviews,205,explain the origins physical social cultural development of humans including physical attributes cultural traditions beliefs languages resource management practices settlement patterns,0.7055
13638,tour grounds such as parks botanical gardens cemeteries golf courses to inspect conditions of plants soil,429,verify dimensions alignments clearances of finished parts conformance to specifications using measuring instruments such as calipers gauge blocks micrometers dial indicators,0.7055
398,analyze effect of forest conditions on tree growth rates tree species prevalence the yield duration seed production growth viability germination of different species,8,advise food service managers organizations on sanitation safety procedures menu development budgeting planning to assist with the establishment operation evaluation of food service facilities nutrition programs,0.7055
4910,establish zero reference points on workpieces such as at the intersections of two edges over hole locations,406,summarize pertinent legal insurance details sections of statutes case law from reference books so that they can be used in examinations as proofs ready reference,0.7055
8352,observe gauges to ensure that machines are operating properly making adjustments stopping machines when problems occur,426,use sales forecasting strategic planning to ensure the sale profitability of products lines services analyzing business developments monitoring market trends,0.7055
2225,conduct arrange worker training in safety repair maintenance techniques operational procedures equipment use,353,provide management with information training related to interviewing performance appraisals counseling techniques documentation of performance issues,0.7055
6091,inspect completed installations observe operations to ensure conformance to design equipment specifications compliance with operational safety environmental standards,105,coordinate sales other promotional strategies with merchandising operations inventory control staff to ensure product catalogs are current accurate organized best findability against user intent,0.7055
13775,train workers in techniques such as planting harvesting weeding insect identification in the use of safety measures,344,provide clinical instruction supervision training to staff in areas such as anesthesia practices,0.7055
12186,scribe reference lines on workpieces as guides cutting operations according to blueprints templates sample parts specifications,337,present information using a variety of instructional techniques formats such as role playing simulations team exercises group discussions videos lectures,0.7055
10445,promote conference convention trades show services by performing tasks such as meeting with professional trade associations producing brochures other publications,34,answer questions from passengers concerning train rules stations timetable information,0.7055
724,arrange tour expedition details such as accommodations transportation equipment the availability of medical personnel,12,analyze available data consult with other scientists to determine parameters of experimentation suitability of analytical models,0.7055
5382,feel plants leaves note their colouring to detect the presence of insects disease,166,develop tests questionnaires procedures that measure the effectiveness of curricula use these tools to determine whether program objectives are being met,0.7055
4240,direct engineering activities ensuring compliance with environmental safety other governmental regulations,291,perform monitoring activities to ensure that ships comply with international regulations standards life saving equipment pollution preventatives,0.7055
13052,study engineering drawings blueprints to determine materials requirements task sequences,238,interpret engineering drawings sketches diagrams,0.7055
2574,confer with management conduct surveys to identify training needs based on projected production processes changes other factors,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.7055
9953,prepare deliver lectures to undergraduate graduate students on topics such as acting techniques fundamentals of music art history,358,provide students with information on such topics as college degree programs admission requirements financial aid opportunities trade technical schools apprenticeship programs,0.7054
2410,conduct research communicate information to promote the conservation preservation of water resources,332,prepare reports to communicate information such as contamination test results decontamination results decontamination procedures,0.7054
9181,perform descriptive multivariate statistical analyses of data using computer software,442,write program code to analyze data using statistical analysis software,0.7054
2333,conduct initial meetings with disputants to outline the arbitration process settle procedural matters such as fees determine details such as witness numbers time requirements,92,confer with systems analysts engineers programmers others to design system to obtain information on project limitations capabilities performance requirements interfaces,0.7054
4870,establish maintain effective working relationships with clients government officials media representatives use these relationships to develop new fundraising opportunities,291,perform monitoring activities to ensure that ships comply with international regulations standards life saving equipment pollution preventatives,0.7054
12128,schedule dispatch workers work crews equipment service vehicles to appropriate locations according to customer requests specifications needs using radios telephones,429,verify dimensions alignments clearances of finished parts conformance to specifications using measuring instruments such as calipers gauge blocks micrometers dial indicators,0.7054
12581,set up operate conventional computer numerically controlled machine tools such as lathes milling machines grinders to cut bore grind otherwise shape parts to prescribed dimensions finishes,428,verify conformance of patterns template dimensions to specifications using measuring instruments such as calipers scales micrometers,0.7054
3619,determine orientation of tracts of land including position boundaries size shape using theodolites electronic distance-measuring equipment satellite-based positioning equipment land information systems other geodetic survey equipment,291,perform monitoring activities to ensure that ships comply with international regulations standards life saving equipment pollution preventatives,0.7054
9394,perform routine maintenance such as changing oil checking batteries lubricating equipment machinery,290,perform clerical duties such as composing typing proofreading documents scheduling appointments meetings handling mail posting public notices,0.7054
3948,develop participate in health promotion programs group activities discussions to promote client health facilitate social adjustment alleviate stress prevent physical mental disability,90,confer with parents administrators testing specialists social workers professionals to develop individual educational plans designed to promote students educational physical social development,0.7054
5047,evaluate product data design from inspections reports conformance to engineering principles customer requirements environmental regulations quality standards,229,inspect security design features installations programs to ensure compliance with applicable standards regulations,0.7054
1345,call police fire departments in cases of emergency such as fire bomb threats presence of unauthorized persons,406,summarize pertinent legal insurance details sections of statutes case law from reference books so that they can be used in examinations as proofs ready reference,0.7054
6149,inspect food processing areas to ensure compliance with government regulations standards sanitation safety quality waste management,8,advise food service managers organizations on sanitation safety procedures menu development budgeting planning to assist with the establishment operation evaluation of food service facilities nutrition programs,0.7054
2776,consult with refer patients to appropriate health practitioners when necessary,97,consult with patients following radiation treatments to provide information assess outcomes to recommend further consultation treatments as appropriate,0.7054
4423,disassemble units such as water pumps control valves compressors so that repairs can be made,425,use microcontrollers to develop control signals implement control algorithms measure process variables such as temperatures pressures positions,0.7054
13083,study time motion methods speed involved in maintenance production other operations to establish standard production rate improve efficiency,8,advise food service managers organizations on sanitation safety procedures menu development budgeting planning to assist with the establishment operation evaluation of food service facilities nutrition programs,0.7054
12340,select pipe sizes types related materials such as supports hangers hydraulic cylinders according to specifications,251,measure dimensions of products to verify conformance to specifications using measuring instruments such as rulers calipers gauges micrometers,0.7054
2427,conduct research on the structures properties of materials such as metals alloys polymers ceramics to obtain information that could be used to develop new products enhance existing ones,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.7054
14094,verify dimensions of completed patterns using templates straightedges callipers protractors,55,calculate dimensions tolerances using instruments such as micrometers vernier calipers,0.7054
13506,test drive trucks buses to diagnose malfunctions to ensure that they are working properly,166,develop tests questionnaires procedures that measure the effectiveness of curricula use these tools to determine whether program objectives are being met,0.7054
9259,perform housekeeping duties such as laundry cleaning dish washing changing of linens,290,perform clerical duties such as composing typing proofreading documents scheduling appointments meetings handling mail posting public notices,0.7054
13194,supervise operations maintenance employees in the production of power from biomass such as wood coal paper sludge other waste refuse,14,analyze characterize user experiences institutional settings to assist consumer product developers technology developers software engineers with the design of innovative products services,0.7054
5183,examine lifting conveying devices such as elevators escalators moving sidewalks hoists inclined railways ski lifts amusement rides to ensure safety proper functioning,225,inspect individual parts assemblies installations using measuring instruments such as calipers scales micrometers,0.7054
9483,photograph interiors exteriors of properties to assist in estimating property value substantiate findings complete appraisal reports,105,coordinate sales other promotional strategies with merchandising operations inventory control staff to ensure product catalogs are current accurate organized best findability against user intent,0.7054
3389,design conduct applied biodiesel biofuels research projects on topics such as transport thermodynamics mixing filtration distillation fermentation extraction separation,369,recommend instructional methods such as individual group instruction self-study lectures demonstrations simulation exercises role-playing appropriate content learner characteristics,0.7053
11084,recommend repair design modifications of electronics components systems based on factors such as environment service cost system capabilities,41,assess electrical components consumer electronics applications such as fuel cells consumer electronic devices power saving devices computers televisions energy efficient power chargers,0.7053
8512,officiate at sporting events games competitions to maintain standards of play to ensure that game rules are observed,276,negotiate with creditors on behalf of clients to arrange payment adjustments interest rate reductions time extensions to set up payment plans,0.7053
8377,observe milling planning machine operation adjust controls to ensure conformance with specified tolerances,353,provide management with information training related to interviewing performance appraisals counseling techniques documentation of performance issues,0.7053
11904,review applications mergers acquisitions establishment of new institutions acceptance in federal reserve system registration of securities sales to determine their public interest value conformance to regulations recommend acceptance rejection,298,plan direct development communication of programs to maintain favorable public stockholder perceptions of an organizations accomplishments agenda environmental responsibility,0.7053
4690,drive vehicles with capacities under three tons to transport materials to from specified destinations such as railroad stations plants residences offices within industrial yards,229,inspect security design features installations programs to ensure compliance with applicable standards regulations,0.7053
9334,perform patient services such as answering the telephone assisting patients with financial medical questions,83,conduct research to develop methodologies instrumentation procedures medical application analyzing data presenting findings to the scientific audience general public,0.7053
1128,attend professional meetings read literature participate in training other educational offerings to keep abreast of new developments technologies related to disaster recovery business continuity,444,write reports record data on testing techniques laboratory equipment specifications to assist engineers,0.7053
8810,order purchase pharmaceutical supplies medical supplies drugs maintaining stock storing handling it properly,290,perform clerical duties such as composing typing proofreading documents scheduling appointments meetings handling mail posting public notices,0.7053
3566,detect respond to adverse drug reactions with special attention to vulnerable populations such as infants children pregnant lactating women older adults,87,confer with client to determine factors affecting planning interior environments such as budget architectural preferences purpose function,0.7053
5057,evaluate research data in terms of its impact on issues such as soil water conservation flood control planning water supply forecasting,286,organize information publication other means of dissemination such as use in cd-roms internet sites,0.7053
4352,direct the installation operation maintenance repair of renewable energy equipment such as heating ventilating air conditioning (hvac) water systems,31,analyze technical feasibility of energy saving measures using knowledge of engineering energy production energy use construction maintenance system operation process systems,0.7053
10874,read current literature talk with colleagues participate in professional organizations conferences to keep abreast of developments in midwifery,383,review financial periodicals stock bond reports business publications other material to identify potential investments clients to keep abreast of trends affecting market conditions,0.7053
8031,monitor patients changes in status indications of conditions such as sepsis shock institute appropriate interventions,137,determine types quantities of crops livestock to be raised according to factors such as market conditions federal programs incentives soil conditions,0.7053
7844,modify the general education curriculum special-needs students based upon a variety of instructional techniques instructional technology,279,observe provide feedback on instructional techniques presentation methods instructional aids,0.7053
7957,monitor gauges recording instruments flowmeters products to ensure that specified conditions are maintained,263,monitor analyze sales records trends economic conditions to anticipate consumer buying patterns determine what the company will sell how much inventory is needed,0.7053
7894,monitor conduct of prisoners in housing unit during work recreational activities according to established policies regulations procedures to prevent escape violence,441,write present publish reports that record site history methodology artifact analysis results along with recommendations conserving interpreting findings,0.7053
11279,refer clients to community resources services such as job placement debt counselling legal aid housing medical treatment financial assistance provide concrete information such as where to go how to apply,83,conduct research to develop methodologies instrumentation procedures medical application analyzing data presenting findings to the scientific audience general public,0.7053
10213,prepare sketches of ideas detailed drawings illustrations artwork blueprints using drafting instruments paints brushes computer-aided design equipment,230,inspect used parts to determine changes in dimensional requirements using rules calipers micrometers other measuring instruments,0.7053
9975,prepare direct the preparation of additional information responses as requested by regulatory agencies,335,prepare statistical reports narrative reports graphic presentations of information such as tumor registry data use by hospital staff researchers other users,0.7053
1472,check test maintain cardiology equipment making minor repairs when necessary to ensure proper operation,260,modify maintain repair electronics equipment systems to ensure that they function properly,0.7053
11226,record specifications production operations final dimensions of models use in establishing operating standards procedures,8,advise food service managers organizations on sanitation safety procedures menu development budgeting planning to assist with the establishment operation evaluation of food service facilities nutrition programs,0.7053
2326,conduct in-flight tests evaluations at specified altitudes in all types of weather to determine the receptivity other characteristics of equipment systems,190,evaluate curricula teaching methods programs to determine their effectiveness efficiency utilization to ensure that school activities comply with federal state local regulations,0.7052
6244,inspect proposed sites to identify structural elements of land areas other important site information such as soil condition existing landscaping the proximity of water management facilities,92,confer with systems analysts engineers programmers others to design system to obtain information on project limitations capabilities performance requirements interfaces,0.7052
2094,compile interpret students test results along with information from teachers parents to diagnose conditions to help assess eligibility special services,97,consult with patients following radiation treatments to provide information assess outcomes to recommend further consultation treatments as appropriate,0.7052
3735,develop communications materials advertisements presentations public relations initiatives to promote awareness of products services,285,organize collections of books publications documents audio-visual aids other reference materials convenient access,0.7052
7934,monitor evaluate the performance of accounting other financial staff recommending implementing personnel actions such as promotions dismissals,192,examine documents to determine degree of risk from such factors as applicant financial standing value condition of property,0.7052
112,adjust handwheels depress pedals to control attachments such as blades buckets scrapers swing booms,368,read source documents such as canceled checks sales reports bills enter data in specific data fields onto tapes disks subsequent entry using keyboards scanners,0.7052
1451,check passengers tickets to ensure that they are valid to determine whether passengers have designations that require special handling such as providing photo identification,366,read prescriptions specifications to determine the type of product device to be fabricated the materials tools that will be required,0.7052
8031,monitor patients changes in status indications of conditions such as sepsis shock institute appropriate interventions,403,study production information such as character descriptions period settings situations in order to determine makeup requirements,0.7052
2381,conduct personal background investigations such as pre-employment checks to obtain information about an individuals character financial status personal history,105,coordinate sales other promotional strategies with merchandising operations inventory control staff to ensure product catalogs are current accurate organized best findability against user intent,0.7052
6726,investigate product characteristics such as the products safety handling qualities its market appeal how efficiently it can be produced ways of distributing using maintaining it,290,perform clerical duties such as composing typing proofreading documents scheduling appointments meetings handling mail posting public notices,0.7052
1285,calculate dimensions tolerances using instruments such as micrometers vernier callipers,430,verify dimensions of completed patterns using templates straightedges calipers protractors,0.7052
7405,maintain test equipment in operational condition by performing routine maintenance making minor repairs adjustments as needed,320,prepare maintain design testing operational records documentation,0.7052
10064,prepare maintain review validation compliance documentation such as engineering change notices schematics protocols,355,provide refer patients to other providers education counseling on topics such as genetic testing newborn care contraception breastfeeding,0.7052
3776,develop document revise system design procedures test procedures quality standards,146,develop direct software system testing validation procedures,0.7052
6327,inspect workpieces defects measure workpieces to determine accuracy of machine operation using rules templates other measuring instruments,254,measure parts to determine tolerances using precision measuring instruments such as micrometers calipers verniers,0.7052
9022,participate in product design reviews to provide input on functional requirements product designs schedules potential problems,374,research reference materials analyze production data consult with interested parties to develop ideas new products,0.7052
7358,maintain records that include patient information sonographs interpretations files of correspondence publications regulations quality assurance records such as pathology biopsy post-operative reports,229,inspect security design features installations programs to ensure compliance with applicable standards regulations,0.7052
5122,examine checks endorsements to verify other information such as dates bank names identification of the persons receiving payments the legality of the documents,211,gather information from doctors schools social workers juvenile counselors law enforcement personnel others to make recommendations to courts resolution of child custody visitation disputes,0.7052
12009,review project instructions blueprints to ascertain test specifications procedures objectives test nature of technical problems such as redesign,337,present information using a variety of instructional techniques formats such as role playing simulations team exercises group discussions videos lectures,0.7051
13044,study blueprints work orders machining instructions to determine product specifications tool requirements operational sequences,369,recommend instructional methods such as individual group instruction self-study lectures demonstrations simulation exercises role-playing appropriate content learner characteristics,0.7051
6290,inspect test operation mechanical parts circuitry of gate crossings signals signal equipment such as interlocks hotbox detectors,283,operate testing equipment such as heat stress meters octave band analyzers motion analysis equipment inclinometers light meters velometers sling psychrometers colormetric detection tubes,0.7051
5838,identify opportunities implement changes to improve manufacturing processes products to reduce costs using knowledge of fabrication processes tooling production equipment assembly methods quality control standards product design materials parts,267,monitor measure manufacturing processes to identify ways to reduce losses decrease time requirements improve quality,0.7051
8693,operate on foetuses infants children adolescents to correct deformities repair injuries prevent treat diseases improve restore patients functions,321,prepare maintain records reports of inventories price lists shortages shipments expenditures goods used issued,0.7051
5047,evaluate product data design from inspections reports conformance to engineering principles customer requirements environmental regulations quality standards,92,confer with systems analysts engineers programmers others to design system to obtain information on project limitations capabilities performance requirements interfaces,0.7051
6288,inspect test measure materials products installations work conformance to specifications,251,measure dimensions of products to verify conformance to specifications using measuring instruments such as rulers calipers gauges micrometers,0.7051
13871,treat patients using tools such as needles cups ear balls seeds pellets nutritional supplements,315,prepare draft legal documents such as wills deeds patent applications mortgages leases contracts,0.7051
2765,consult with other professionals agencies universities to discuss therapies treatments counselling resources techniques to share occupational information,137,determine types quantities of crops livestock to be raised according to factors such as market conditions federal programs incentives soil conditions,0.7051
8865,organize oversee fitness wellness programs such as information presentations blood drives training in first aid cardiopulmonary resuscitation (cpr),337,present information using a variety of instructional techniques formats such as role playing simulations team exercises group discussions videos lectures,0.7051
816,assess characteristics of patients pain such as intensity location duration using standardized clinical measures,114,create graphics illustrations three-dimensional models to be used in research in teaching such as in demonstrating anatomy pathology surgical procedures,0.7051
10571,provide directions other pertinent information to visitors,348,provide customer support education working with users to identify needs determine sources of problems to provide information on product use,0.7051
12155,schedule supervise the construction testing of special devices the implementation of unique monitoring control systems,363,provide technical support to clients in the implementation of designed instruction in task analyses instructional systems design,0.7051
11386,remove completed materials products from cutting slicing machines stack store them additional processing,426,use sales forecasting strategic planning to ensure the sale profitability of products lines services analyzing business developments monitoring market trends,0.7051
11365,release packages letters to customers upon presentation of written notices other identification,266,monitor industry websites publications information about patches releases viruses potential problem identification,0.7051
10943,read worker logs product processing sheets specification sheets to verify that records adhere to quality assurance specifications,226,inspect layouts advertising copy edit scripts audio video tapes other promotional material adherence to specifications,0.7051
7881,monitor building security safety by performing tasks such as locking doors after operating hours checking electrical appliance use to ensure that hazards are not created,426,use sales forecasting strategic planning to ensure the sale profitability of products lines services analyzing business developments monitoring market trends,0.7051
7633,measure cut new covering materials using patterns measuring cutting instruments following sketches design specifications,429,verify dimensions alignments clearances of finished parts conformance to specifications using measuring instruments such as calipers gauge blocks micrometers dial indicators,0.7051
13968,typeset measure dimensions spacing positioning of page elements such as copy illustrations to verify conformance to specifications using printers ruler layout software,230,inspect used parts to determine changes in dimensional requirements using rules calipers micrometers other measuring instruments,0.7051
3595,determine flame temperatures current frequencies heating cycles induction heating coils needed based on degree of hardness required properties of stock to be treated,166,develop tests questionnaires procedures that measure the effectiveness of curricula use these tools to determine whether program objectives are being met,0.7051
12009,review project instructions blueprints to ascertain test specifications procedures objectives test nature of technical problems such as redesign,141,develop communications materials advertisements presentations public relations initiatives to promote awareness of green products technologies,0.7051
8688,operate nuclear power reactors in accordance with policies procedures to protect workers from radiation to ensure environmental safety,87,confer with client to determine factors affecting planning interior environments such as budget architectural preferences purpose function,0.705
9992,prepare energy-related project reports related documentation,325,prepare project reports other program technical documentation,0.705
11716,represent employer at conferences meetings boards panels committees working groups to present explain defend findings recommendations negotiate compromises agreements exchange information,441,write present publish reports that record site history methodology artifact analysis results along with recommendations conserving interpreting findings,0.705
3805,develop ideas material columns commentaries by analysing interpreting news current issues personal experiences,265,monitor fundamental economic industrial corporate developments by analyzing information from financial publications services investment banking firms government agencies trade publications company sources personal interviews,0.705
7952,monitor fundamental economic industrial corporate developments by analysing information from financial publications services investment banking firms government agencies trade publications company sources personal interviews,147,develop ideas material columns commentaries by analyzing interpreting news current issues personal experiences,0.705
1156,authorize actions to correct identified operational inefficiencies hazards so that operating efficiency is maximized potential environmental issues are minimized,383,review financial periodicals stock bond reports business publications other material to identify potential investments clients to keep abreast of trends affecting market conditions,0.705
7954,monitor game operations to ensure that house rules are followed that tribal state federal regulations are adhered to that employees provide prompt courteous service,190,evaluate curricula teaching methods programs to determine their effectiveness efficiency utilization to ensure that school activities comply with federal state local regulations,0.705
2645,confer with systems analysts engineers programmers others to design systems to obtain information on project limitations capabilities performance requirements interfaces,96,consult with other professionals agencies universities to discuss therapies treatments counseling resources techniques to share occupational information,0.705
6056,inspect airfield conditions to ensure compliance with federal regulatory requirements,228,inspect public establishments to ensure compliance with rules regulations,0.705
6283,inspect test horticultural products livestock to detect harmful diseases chemical residues infestations to determine the quality of products animals,166,develop tests questionnaires procedures that measure the effectiveness of curricula use these tools to determine whether program objectives are being met,0.705
3900,develop make recommendations on management systems plans wildlife populations habitat consulting with stakeholders the public at large to explore options,291,perform monitoring activities to ensure that ships comply with international regulations standards life saving equipment pollution preventatives,0.705
4871,establish maintain inventory records documentation systems,320,prepare maintain design testing operational records documentation,0.705
10110,prepare patients surgery including positioning patients on the operating table covering them with sterile surgical drapes to prevent exposure,291,perform monitoring activities to ensure that ships comply with international regulations standards life saving equipment pollution preventatives,0.705
9791,position hold the vertical rods targets that theodolite operators use sighting to measure angles distances elevations,35,apply modeling quantitative analysis to forecast events such as human decisions behaviors the structure processes of organizations the attitudes actions of human groups,0.705
564,apply modeling quantitative analysis to forecast events such as human decisions behaviours the structure processes of organizations the attitudes actions of human groups,8,advise food service managers organizations on sanitation safety procedures menu development budgeting planning to assist with the establishment operation evaluation of food service facilities nutrition programs,0.705
3682,determine the types of regulatory submissions internal documentation that are required in situations such as proposed device changes labelling changes,291,perform monitoring activities to ensure that ships comply with international regulations standards life saving equipment pollution preventatives,0.705
5708,help patients with bathing dressing maintaining personal hygiene moving in bed standing walking,312,prepare data processing by organizing information checking any inaccuracies adjusting weighting the raw data,0.705
2321,conduct harsh environmental testing accelerated aging device characterization field trials to validate devices using inspection tools testing protocols peripheral instrumentation modeling simulation software,355,provide refer patients to other providers education counseling on topics such as genetic testing newborn care contraception breastfeeding,0.705
6798,keep abreast of developments in the field by reading current literature talking with colleagues participating in professional organizations conferences,83,conduct research to develop methodologies instrumentation procedures medical application analyzing data presenting findings to the scientific audience general public,0.705
5158,examine finished workpieces smoothness shape angle depth-of-cut conformity to specifications verify dimensions visually using hands rules callipers templates gauges,251,measure dimensions of products to verify conformance to specifications using measuring instruments such as rulers calipers gauges micrometers,0.705
6091,inspect completed installations observe operations to ensure conformance to design equipment specifications compliance with operational safety environmental standards,298,plan direct development communication of programs to maintain favorable public stockholder perceptions of an organizations accomplishments agenda environmental responsibility,0.705
12209,search public records transactions such as sales leases assessments,219,identify plants as well as problems such as diseases weeds insect pests,0.705
